codigo_producto,marca,modelo,sucursal,tipo,cantidad,estatus_final,motivo
TEL-HON-X7C-256GB-8R-VER,HONOR,X7C,"MP Capulhuac",Equipo,1,Insertada,OK
"TEL-TEC-SPK 30C-256GB-8R-VER",TECNO,"SPARK 30C","MP Capulhuac",Equipo,1,Insertada,OK
TEL-HON-X8C-256GB-8R-MOR,HONOR,X8C,"MP Capulhuac",Equipo,1,Insertada,OK
"TEL-XIA-RMI NOTE 14-128GB-6R-NGO",XIAOMI,"REDMI NOTE 14","MP Capulhuac",Equipo,1,Insertada,OK
"TEL-XIA-RMI 14C-256GB-4R-VER",XIAOMI,"REDMI 14C","MP Capulhuac",Equipo,1,Insertada,OK
TEL-HON-X8C-256GB-8R-MOR,HONOR,X8C,"MP San Mateo",Equipo,1,Insertada,OK
TEL-HON-X8C-256GB-8R-VER,HONOR,X8C,"MP San Mateo",Equipo,1,Insertada,OK
TEL-HON-X8C-256GB-8R-VER,HONOR,X8C,"MP San Mateo",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-BCO",TECNO,"CAMON 40PRO","MP San Mateo",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-NGO",TECNO,"CAMON 40PRO","MP San Mateo",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-GR",TECNO,"CAMON 40PRO","MP San Mateo",Equipo,1,Insertada,OK
"TEL-XIA-RMI 14C-128GB-4R-NGO",XIAOMI,"REDMI 14C","MP San Mateo",Equipo,1,Insertada,OK
"TEL-XIA-RMI 14C-128GB-4R-VER",XIAOMI,"REDMI 14C","MP San Mateo",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-BCO",SAMSUNG,"GALAXY A26","MP San Mateo",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-NGO",SAMSUNG,"GALAXY A26","MP San Mateo",Equipo,1,Insertada,OK
"TEL-TEC-SPK 30C-128GB-4R-BCO",TECNO,"SPARK 30C","MP San Mateo",Equipo,1,Insertada,OK
"TEL-TEC-SPK 30C-128GB-4R-NGO",TECNO,"SPARK 30C","MP San Mateo",Equipo,1,Insertada,OK
TEL-OPP-A40-128GB-4R-MOR,OPPO,A40,"MP San Mateo",Equipo,1,Insertada,OK
"TEL-MOT-EDGE 50 FUSION-256GB-8R-AZ",MOTOROLA,"EDGE 50 FUSION","MP San Mateo",Equipo,1,Insertada,OK
"TEL-HON-X6B PLUS-256GB-8R-MOR",HONOR,"X6B PLUS","MP San Mateo",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-AZ,TECNO,"POVA 6","MP San Mateo",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-GR,TECNO,"POVA 6","MP San Mateo",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-VER,TECNO,"POVA 6","MP San Mateo",Equipo,1,Insertada,OK
"TEL-TEC-SPK 40PRO-256GB-8R-NGO",TECNO,"SPARK 40 PRO","MP San Mateo",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-MTA",SAMSUNG,"GALAXY A26","MP Lerma",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-GR,TECNO,"POVA 6","MP Lerma",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-VER,TECNO,"POVA 6","MP Lerma",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-VER,TECNO,"POVA 6","MP S Galeana",Equipo,1,Insertada,OK
"TEL-XIA-RMI 14C-256GB-8R-NGO",XIAOMI,"REDMI 14C","MP S Galeana",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-NGO",SAMSUNG,"GALAXY A26","MP S Galeana",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-NGO",SAMSUNG,"GALAXY A26","MP S Galeana",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-6R-VER",SAMSUNG,"GALAXY A16","MP S Galeana",Equipo,1,Insertada,OK
TEL-MOT-G05-128GB-4R-RJO,MOTOROLA,G05,"MP S Galeana",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-4R-VER",SAMSUNG,"GALAXY A16","MP Tultepec",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-6R-NGO",SAMSUNG,"GALAXY A16","MP Tultepec",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-6R-VER",SAMSUNG,"GALAXY A16","MP Tultepec",Equipo,1,Insertada,OK
"TEL-XIA-RMI 14C-256GB-4R-NGO",XIAOMI,"REDMI 14C","MP Tultepec",Equipo,1,Insertada,OK
"TEL-XIA-RMI 14C-256GB-4R-NGO",XIAOMI,"REDMI 14C","MP Tultepec",Equipo,1,Insertada,OK
"TEL-TEC-SPK 30PRO-256GB-8R-NGO",TECNO,"SPARK 30 PRO","MP Tultepec",Equipo,1,Insertada,OK
"TEL-TEC-SPK 30C-128GB-4R-NGO",TECNO,"SPARK 30C","MP Tultepec",Equipo,1,Insertada,OK
"TEL-INF-HOT 50PRO-256GB-8R-NGO",INFINIX,"HOT 50 PRO","MP Tultepec",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-BCO",TECNO,"CAMON 40PRO","MP Almacen General",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-BCO",TECNO,"CAMON 40PRO","MP Almacen General",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-BCO",TECNO,"CAMON 40PRO","MP Almacen General",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-BCO",TECNO,"CAMON 40PRO","MP Almacen General",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-NGO",TECNO,"CAMON 40PRO","MP Almacen General",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-GR",TECNO,"CAMON 40PRO","MP Almacen General",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-GR",TECNO,"CAMON 40PRO","MP Almacen General",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-GR",TECNO,"CAMON 40PRO","MP Almacen General",Equipo,1,Insertada,OK
TEL-HON-X8C-256GB-8R-MOR,HONOR,X8C,"MP Ocoyoacac",Equipo,1,Insertada,OK
TEL-HON-X8C-256GB-8R-MOR,HONOR,X8C,"MP Ocoyoacac",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-VER,TECNO,"POVA 6","MP Ocoyoacac",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-AZ,TECNO,"POVA 6","MP Ocoyoacac",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-BCO",TECNO,"CAMON 40PRO","MP Ocoyoacac",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-GR",TECNO,"CAMON 40PRO","MP Ocoyoacac",Equipo,1,Insertada,OK
"TEL-TEC-SPK 30C-128GB-4R-BCO",TECNO,"SPARK 30C","MP Ocoyoacac",Equipo,1,Insertada,OK
"TEL-TEC-SPK 30C-128GB-4R-NGO",TECNO,"SPARK 30C","MP Ocoyoacac",Equipo,1,Insertada,OK
"TEL-TEC-SPK 30C-128GB-4R-VER",TECNO,"SPARK 30C","MP Ocoyoacac",Equipo,1,Insertada,OK
"TEL-SAM-GXY A06-64GB-4R-NGO",SAMSUNG,"GALAXY A06","MP Ocoyoacac",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-6R-GR",SAMSUNG,"GALAXY A16","MP S Tianguistenco",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-6R-VER",SAMSUNG,"GALAXY A16","MP S Tianguistenco",Equipo,1,Insertada,OK
TEL-HON-X7C-256GB-8R-VER,HONOR,X7C,"MP S Tianguistenco",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-GR,TECNO,"POVA 6","MP S Tianguistenco",Equipo,1,Insertada,OK
TEL-MOT-G05-128GB-4R-RJO,MOTOROLA,G05,"MP Capulhuac",Equipo,1,Insertada,OK
TEL-HON-X7C-256GB-8R-BCO,HONOR,X7C,"MP Capulhuac",Equipo,1,Insertada,OK
TEL-MOT-G05-128GB-4R-VER,MOTOROLA,G05,"MP Capulhuac",Equipo,1,Insertada,OK
TEL-HON-X8C-256GB-8R-BCO,HONOR,X8C,"MP Capulhuac",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-6R-GR",SAMSUNG,"GALAXY A16","MP Malinalco",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-6R-VER",SAMSUNG,"GALAXY A16","MP Malinalco",Equipo,1,Insertada,OK
TEL-HON-X8C-256GB-8R-MOR,HONOR,X8C,"MP Malinalco",Equipo,1,Insertada,OK
TEL-HON-X8C-256GB-8R-MOR,HONOR,X8C,"MP Malinalco",Equipo,1,Insertada,OK
TEL-HON-X8C-256GB-8R-VER,HONOR,X8C,"MP Malinalco",Equipo,1,Insertada,OK
"TEL-SAM-GXY A06-128GB-4R-AZ",SAMSUNG,"GALAXY A06","MP Malinalco",Equipo,1,Insertada,OK
"TEL-XIA-RMI 14C-256GB-4R-NGO",XIAOMI,"REDMI 14C","MP Malinalco",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-BCO",SAMSUNG,"GALAXY A26","MP Malinalco",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-MTA",SAMSUNG,"GALAXY A26","MP Malinalco",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-NGO",SAMSUNG,"GALAXY A26","MP Malinalco",Equipo,1,Insertada,OK
TEL-MOT-G04S-128GB-4R-NGO,MOTOROLA,G04S,"MP Malinalco",Equipo,1,Insertada,OK
"TEL-TEC-SPK 30C-128GB-4R-NGO",TECNO,"SPARK 30C","MP Malinalco",Equipo,1,Insertada,OK
"TEL-TEC-SPK 30C-128GB-4R-NGO",TECNO,"SPARK 30C","MP Malinalco",Equipo,1,Insertada,OK
TEL-OPP-A40-128GB-4R-MOR,OPPO,A40,"MP Malinalco",Equipo,1,Insertada,OK
"TEL-MOT-G35 5G-256GB-4R-NAR",MOTOROLA,G35,"MP Malinalco",Equipo,1,Insertada,OK
"TEL-HON-X6B PLUS-256GB-8R-VER",HONOR,"X6B PLUS","MP Malinalco",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-AZ,TECNO,"POVA 6","MP Malinalco",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-GR,TECNO,"POVA 6","MP Malinalco",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-VER,TECNO,"POVA 6","MP Malinalco",Equipo,1,Insertada,OK
"TEL-TEC-SPK 40PRO-256GB-8R-NGO",TECNO,"SPARK 40 PRO","MP Malinalco",Equipo,1,Insertada,OK
TEL-HON-X7C-256GB-8R-VER,HONOR,X7C,"MP Molino",Equipo,1,Insertada,OK
TEL-HON-X8C-256GB-8R-MOR,HONOR,X8C,"MP Molino",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-BCO",TECNO,"CAMON 40PRO","MP Molino",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-GR",TECNO,"CAMON 40PRO","MP Molino",Equipo,1,Insertada,OK
"TEL-XIA-RMI 14C-256GB-4R-NGO",XIAOMI,"REDMI 14C","MP Molino",Equipo,1,Insertada,OK
"TEL-XIA-RMI 14C-256GB-4R-VER",XIAOMI,"REDMI 14C","MP Molino",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-NGO",SAMSUNG,"GALAXY A26","MP Molino",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-256GB-8R-BCO",SAMSUNG,"GALAXY A26","MP Molino",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-AZ,TECNO,"POVA 6","MP Molino",Equipo,1,Insertada,OK
TEL-HON-X8B-512GB-8R-AQU,HONOR,X8B,"MP Seminario",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-6R-GR",SAMSUNG,"GALAXY A16","MP Seminario",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-6R-NGO",SAMSUNG,"GALAXY A16","MP Seminario",Equipo,1,Insertada,OK
TEL-HON-X7C-256GB-8R-VER,HONOR,X7C,"MP Seminario",Equipo,1,Insertada,OK
"TEL-XIA-RMI 14C-256GB-4R-NGO",XIAOMI,"REDMI 14C","MP Seminario",Equipo,1,Insertada,OK
"TEL-XIA-RMI 14C-256GB-4R-VER",XIAOMI,"REDMI 14C","MP Seminario",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-BCO",SAMSUNG,"GALAXY A26","MP Seminario",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-MTA",SAMSUNG,"GALAXY A26","MP Seminario",Equipo,1,Insertada,OK
"TEL-TEC-SPK 30C-128GB-4R-BCO",TECNO,"SPARK 30C","MP Seminario",Equipo,1,Insertada,OK
"TEL-TEC-SPK 30C-128GB-4R-BCO",TECNO,"SPARK 30C","MP Seminario",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-AZ,TECNO,"POVA 6","MP Seminario",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-GR,TECNO,"POVA 6","MP Seminario",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-4R-GR",SAMSUNG,"GALAXY A16","MP Tenancingo",Equipo,1,Insertada,OK
TEL-HON-X7C-256GB-8R-BCO,HONOR,X7C,"MP Tenancingo",Equipo,1,Insertada,OK
TEL-HON-X7C-256GB-8R-VER,HONOR,X7C,"MP Tenancingo",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-VER,TECNO,"POVA 6","MP Tenancingo",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-AZ,TECNO,"POVA 6","MP Tenancingo",Equipo,1,Insertada,OK
TEL-HON-X8B-512GB-8R-AQU,HONOR,X8B,"MP Tenango",Equipo,1,Insertada,OK
"TEL-XIA-RMI 14C-256GB-4R-NGO",XIAOMI,"REDMI 14C","MP Tenango",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-MTA",SAMSUNG,"GALAXY A26","MP Tenango",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-NGO",SAMSUNG,"GALAXY A26","MP Tenango",Equipo,1,Insertada,OK
"TEL-TEC-SPK 30C-128GB-4R-BCO",TECNO,"SPARK 30C","MP Tenango",Equipo,1,Insertada,OK
"TEL-TEC-SPK 30C-128GB-4R-NGO",TECNO,"SPARK 30C","MP Tenango",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-GR,TECNO,"POVA 6","MP Tenango",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-VER,TECNO,"POVA 6","MP Tenango",Equipo,1,Insertada,OK
TEL-HON-X8B-512GB-8R-PTA,HONOR,X8B,"MP San Lucas",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-4R-VER",SAMSUNG,"GALAXY A16","MP San Lucas",Equipo,1,Insertada,OK
TEL-HON-X7C-256GB-8R-VER,HONOR,X7C,"MP San Lucas",Equipo,1,Insertada,OK
"TEL-XIA-RMI 14C-256GB-4R-NGO",XIAOMI,"REDMI 14C","MP San Lucas",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-BCO",SAMSUNG,"GALAXY A26","MP San Lucas",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-MTA",SAMSUNG,"GALAXY A26","MP San Lucas",Equipo,1,Insertada,OK
"TEL-TEC-SPK 30C-256GB-16R-BCO",TECNO,"SPARK 30C","MP San Lucas",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-VER,TECNO,"POVA 6","MP San Lucas",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-VER,TECNO,"POVA 6","MP San Lucas",Equipo,1,Insertada,OK
TEL-HON-X8B-512GB-8R-AQU,HONOR,X8B,"MP S Galeana",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-6R-NGO",SAMSUNG,"GALAXY A16","MP Totoltepec",Equipo,1,Insertada,OK
TEL-MOT-G05-128GB-4R-VER,MOTOROLA,G05,"MP Totoltepec",Equipo,1,Insertada,OK
TEL-HON-X7C-256GB-8R-VER,HONOR,X7C,"MP Totoltepec",Equipo,1,Insertada,OK
TEL-HON-X7C-256GB-8R-VER,HONOR,X7C,"MP Totoltepec",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-NGO",TECNO,"CAMON 40PRO","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-SAM-GXY A06-128GB-4R-VER",SAMSUNG,"GALAXY A06","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-MOT-G24 PW-256GB-4R-CEL",MOTOROLA,"G24 POWER","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-XIA-RMI 14C-256GB-4R-NGO",XIAOMI,"REDMI 14C","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-XIA-RMI 14C-256GB-4R-VER",XIAOMI,"REDMI 14C","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-XIA-RMI 14C-256GB-4R-VER",XIAOMI,"REDMI 14C","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-NGO",SAMSUNG,"GALAXY A26","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-256GB-8R-MTA",SAMSUNG,"GALAXY A26","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-TEC-SPK 30C-128GB-4R-BCO",TECNO,"SPARK 30C","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-TEC-SPK 30C-128GB-4R-NGO",TECNO,"SPARK 30C","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-TEC-SPK 30C-128GB-4R-NGO",TECNO,"SPARK 30C","MP Totoltepec",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-AZ,TECNO,"POVA 6","MP Totoltepec",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-GR,TECNO,"POVA 6","MP Totoltepec",Equipo,1,Insertada,OK
TEL-TEC-POVA6-256GB-8R-VER,TECNO,"POVA 6","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-TEC-SPK 40PRO-256GB-8R-NGO",TECNO,"SPARK 40 PRO","MP Totoltepec",Equipo,1,Insertada,OK
"TEL-TEC-SPK 40PRO-256GB-8R-NGO",TECNO,"SPARK 40 PRO","MP Totoltepec",Equipo,1,Insertada,OK
TEL-MOT-G05-128GB-4R-RJO,MOTOROLA,G05,"MP Ocoyoacac",Equipo,1,Insertada,OK
TEL-MOT-G05-128GB-4R-VER,MOTOROLA,G05,"MP Ocoyoacac",Equipo,1,Insertada,OK
TEL-MOT-G05-128GB-4R-VER,MOTOROLA,G05,"MP Ocoyoacac",Equipo,1,Insertada,OK
TEL-HON-X8B-512GB-8R-AQU,HONOR,X8B,"MP San Mateo",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-4R-GR",SAMSUNG,"GALAXY A16","MP San Mateo",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-4R-GR",SAMSUNG,"GALAXY A16","MP San Mateo",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-4R-NGO",SAMSUNG,"GALAXY A16","MP San Mateo",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-6R-GR",SAMSUNG,"GALAXY A16","MP San Lucas",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-6R-VER",SAMSUNG,"GALAXY A16","MP San Lucas",Equipo,1,Insertada,OK
TEL-MOT-G05-128GB-4R-VER,MOTOROLA,G05,"MP San Lucas",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-NGO",TECNO,"CAMON 40PRO","MP San Lucas",Equipo,1,Insertada,OK
"TEL-XIA-RMI 14C-256GB-4R-VER",XIAOMI,"REDMI 14C","MP San Lucas",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-MTA",SAMSUNG,"GALAXY A26","MP San Lucas",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-NGO",SAMSUNG,"GALAXY A26","MP San Lucas",Equipo,1,Insertada,OK
"TEL-SAM-GXY A26-128GB-6R-BCO",SAMSUNG,"GALAXY A26","MP Lerma",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-4R-GR",SAMSUNG,"GALAXY A16","MP Lerma",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-6R-VER",SAMSUNG,"GALAXY A16","MP Lerma",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-BCO",TECNO,"CAMON 40PRO","MP Lerma",Equipo,1,Insertada,OK
TEL-HON-X7C-256GB-8R-VER,HONOR,X7C,"MP Lerma",Equipo,1,Insertada,OK
"TEL-SAM-GXY A16-128GB-6R-GR",SAMSUNG,"GALAXY A16","MP Tultepec",Equipo,1,Insertada,OK
TEL-MOT-G05-128GB-4R-RJO,MOTOROLA,G05,"MP Tultepec",Equipo,1,Insertada,OK
TEL-HON-X7C-256GB-8R-BCO,HONOR,X7C,"MP Tultepec",Equipo,1,Insertada,OK
TEL-HON-X8C-256GB-8R-MOR,HONOR,X8C,"MP Tultepec",Equipo,1,Insertada,OK
"TEL-TEC-CAM 40PRO-256GB-8R-BCO",TECNO,"CAMON 40PRO","MP Tultepec",Equipo,1,Insertada,OK
"TEL-INF-NOTE 50S-256GB-8R-RJO",INFINIX,"NOTE 50S","MP Capulhuac",Equipo,1,Insertada,OK
TEL-HON-X8C-256GB-8R-VER,HONOR,X8C,"MP Tultepec",Equipo,1,Insertada,OK
